Incident Title,Severity,Incident Date,Location,Reported By,Incident Type,Incident Category,Brief of Incident,Action Taken,Incident Status,Closed On
Email Delay,Medium,30/06/2025 00:00,Zone 2,Team A,Network,Recovery,Incident Test occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,
High Traffic,Low,04/02/2025 06:00,Zone 3,Operator 1,People,Performance,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,Open,
Email Delay,High,07/02/2025 14:00,Zone 3,Monitoring Bot,System,Sabotage,Email Delay occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,09/02/2025 14:00
DB Failure,Low,27/04/2025 11:00,Zone 5,Team A,Network,Failure,Network Outage occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,05/05/2025 11:00
Login Issue,Low,14/07/2025 13:00,Zone 2,VELMURUGAN Sri,Network,Failure,T2 occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,
High alert,High,11/03/2025 00:00,Zone 5,Team A,System,Sabotage,Incident Test occurred in Zone 5.,Issue investigated. Status: In Progress.,Open,20/03/2025 00:00
Incident Test,Low,01/06/2025 08:00,Zone 2,Admin,Network,Failure,System Slowness occurred in Zone 4.,Issue investigated. Status: Open.,Open,01/06/2025 08:00
High alert,High,16/08/2025 16:00,Zone 3,Team A,Network,Performance,Network Outage occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,
High alert,Medium,17/10/2025 20:00,Zone 2,Monitoring Bot,Property,Traffic,System Slowness occurred in Zone 2.,Issue investigated. Status: Open.,Closed,19/10/2025 20:00
Network Outage,High,09/06/2025 20:00,Zone 2,Team A,System,Performance,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,
Login Issue,High,27/07/2025 14:00,Zone 4,Operator 1,Network,Sabotage,Network Outage occurred in Zone 2.,Issue investigated. Status: Open.,Open,28/07/2025 14:00
Test,Medium,13/10/2025 08:00,Zone 1,Operator 1,Property,Performance,T2 occurred in Zone 2.,Issue investigated. Status: Closed.,In Progress,
Incident Test,High,31/03/2025 09:00,Zone 1,Team A,Network,Recovery,T2 occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,04/04/2025 09:00
Incident Test,High,15/04/2025 01:00,Zone 1,VELMURUGAN Sri,Property,Sabotage,Test occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,
Test,Critical,18/11/2025 02:00,Zone 1,VELMURUGAN Sri,Network,Failure,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,28/11/2025 02:00
Login Issue,High,17/10/2025 07:00,Zone 3,VELMURUGAN Sri,People,Sabotage,Network Outage occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,26/10/2025 07:00
Email Delay,Medium,31/01/2025 22:00,Zone 3,Team A,Network,Performance,T2 occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,06/02/2025 22:00
Login Issue,Low,13/10/2025 09:00,Zone 2,Operator 1,People,Failure,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,20/10/2025 09:00
High Traffic,Critical,06/04/2025 10:00,Zone 2,Operator 1,People,Traffic,Email Delay occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,
Login Issue,High,06/06/2025 11:00,Zone 1,Operator 1,System,Recovery,Login Issue occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,14/06/2025 11:00
Network Outage,High,28/05/2025 14:00,Zone 1,Monitoring Bot,Property,Traffic,DB Failure occurred in Zone 2.,Issue investigated. Status: Open.,Open,
Test,High,18/10/2025 18:00,Zone 3,Team A,Network,Sabotage,Incident Test occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,24/10/2025 18:00
Incident Test,Low,21/05/2025 07:00,Zone 4,VELMURUGAN Sri,Network,Failure,High Traffic occurred in Zone 2.,Issue investigated. Status: Closed.,Open,30/05/2025 07:00
Login Issue,Medium,21/07/2025 21:00,Zone 3,Admin,System,Traffic,High alert occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,31/07/2025 21:00
Email Delay,Critical,09/04/2025 20:00,Zone 3,Admin,People,Recovery,High Traffic occurred in Zone 2.,Issue investigated. Status: Closed.,Open,11/04/2025 20:00
DB Failure,Critical,26/01/2025 07:00,Zone 1,Monitoring Bot,Network,Sabotage,Test occurred in Zone 3.,Issue investigated. Status: Open.,Open,31/01/2025 07:00
Network Outage,Medium,14/08/2025 21:00,Zone 4,Operator 1,People,Recovery,T2 occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,
Test,Critical,04/03/2025 00:00,Zone 1,Team A,Property,Sabotage,Email Delay occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,08/03/2025 00:00
Login Issue,Medium,23/06/2025 17:00,Zone 4,Team A,Network,Performance,Test occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,01/07/2025 17:00
Incident Test,Medium,13/11/2025 10:00,Zone 5,Team A,Network,Recovery,Email Delay occurred in Zone 4.,Issue investigated. Status: Closed.,Open,
Login Issue,Critical,06/04/2025 19:00,Zone 5,Monitoring Bot,People,Failure,DB Failure occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,13/04/2025 19:00
System Slowness,Critical,14/08/2025 04:00,Zone 4,VELMURUGAN Sri,Network,Recovery,Incident Test occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,17/08/2025 04:00
Email Delay,Critical,07/04/2025 23:00,Zone 2,Admin,System,Traffic,Incident Test occurred in Zone 3.,Issue investigated. Status: Closed.,Open,
Incident Test,Medium,06/07/2025 19:00,Zone 2,Admin,People,Failure,High Traffic occurred in Zone 2.,Issue investigated. Status: Open.,Closed,12/07/2025 19:00
DB Failure,Critical,08/03/2025 10:00,Zone 2,Monitoring Bot,Network,Recovery,Incident Test occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,09/03/2025 10:00
System Slowness,Medium,24/05/2025 01:00,Zone 3,Admin,Property,Failure,Network Outage occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,28/05/2025 01:00
T2,Critical,02/03/2025 19:00,Zone 5,Admin,Property,Recovery,Test occurred in Zone 2.,Issue investigated. Status: Closed.,Closed,
Incident Test,High,22/01/2025 01:00,Zone 1,Operator 1,People,Sabotage,System Slowness occurred in Zone 4.,Issue investigated. Status: Open.,Open,
System Slowness,Medium,11/10/2025 03:00,Zone 1,Admin,Property,Performance,High Traffic occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,18/10/2025 03:00
Network Outage,Low,26/07/2025 06:00,Zone 1,Operator 1,Property,Traffic,Email Delay occurred in Zone 3.,Issue investigated. Status: Open.,Open,
High Traffic,Medium,12/10/2025 01:00,Zone 5,Admin,System,Sabotage,Email Delay occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,16/10/2025 01:00
System Slowness,Critical,31/05/2025 13:00,Zone 3,Monitoring Bot,Network,Performance,High Traffic occurred in Zone 3.,Issue investigated. Status: Open.,Closed,01/06/2025 13:00
DB Failure,Medium,26/07/2025 13:00,Zone 2,Team A,System,Recovery,Email Delay occurred in Zone 2.,Issue investigated. Status: Closed.,Closed,
Network Outage,Medium,25/07/2025 17:00,Zone 2,Operator 1,Network,Failure,Login Issue occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,04/08/2025 17:00
High alert,Critical,06/11/2025 23:00,Zone 1,Team A,Property,Traffic,High alert occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,06/11/2025 23:00
Network Outage,Critical,19/09/2025 18:00,Zone 3,Team A,People,Recovery,DB Failure occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,24/09/2025 18:00
System Slowness,High,15/08/2025 18:00,Zone 4,Team A,Network,Failure,Login Issue occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,
Test,Critical,11/08/2025 03:00,Zone 3,Monitoring Bot,System,Performance,High alert occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
Login Issue,Critical,24/04/2025 00:00,Zone 2,VELMURUGAN Sri,People,Failure,T2 occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,25/04/2025 00:00
High Traffic,Low,25/11/2025 13:00,Zone 2,VELMURUGAN Sri,Network,Performance,Login Issue occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,
Test,Low,21/07/2025 00:00,Zone 4,VELMURUGAN Sri,System,Failure,Incident Test occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
High Traffic,Medium,25/01/2025 19:00,Zone 1,Monitoring Bot,System,Sabotage,Network Outage occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,
Test,Low,03/07/2025 08:00,Zone 2,VELMURUGAN Sri,People,Failure,System Slowness occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,11/07/2025 08:00
High Traffic,Low,01/11/2025 03:00,Zone 4,Monitoring Bot,People,Performance,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
Login Issue,High,13/06/2025 21:00,Zone 2,Monitoring Bot,Network,Sabotage,T2 occurred in Zone 1.,Issue investigated. Status: Open.,Closed,17/06/2025 21:00
High alert,High,07/11/2025 03:00,Zone 1,Team A,People,Traffic,Login Issue occurred in Zone 4.,Issue investigated. Status: Open.,In Progress,15/11/2025 03:00
High Traffic,Critical,06/10/2025 07:00,Zone 5,Operator 1,System,Failure,High Traffic occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,11/10/2025 07:00
High Traffic,Critical,08/01/2025 18:00,Zone 4,VELMURUGAN Sri,Network,Recovery,Login Issue occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,
High alert,High,16/03/2025 06:00,Zone 4,VELMURUGAN Sri,People,Recovery,High Traffic occurred in Zone 5.,Issue investigated. Status: In Progress.,Closed,
Login Issue,Low,17/08/2025 11:00,Zone 5,Admin,Network,Failure,System Slowness occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,25/08/2025 11:00
Network Outage,Critical,05/09/2025 14:00,Zone 3,Team A,Property,Recovery,System Slowness occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,
High alert,Low,30/03/2025 07:00,Zone 1,Operator 1,People,Traffic,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,30/03/2025 07:00
Test,Low,20/03/2025 13:00,Zone 4,Team A,Network,Recovery,Email Delay occurred in Zone 4.,Issue investigated. Status: Open.,Closed,29/03/2025 13:00
T2,Critical,29/07/2025 01:00,Zone 5,Monitoring Bot,People,Sabotage,High Traffic occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,
T2,Critical,12/07/2025 15:00,Zone 1,VELMURUGAN Sri,Network,Recovery,Login Issue occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,12/07/2025 15:00
Test,Critical,12/05/2025 02:00,Zone 2,Monitoring Bot,Network,Performance,T2 occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,
Email Delay,Critical,17/11/2025 15:00,Zone 3,Operator 1,System,Recovery,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,In Progress,
T2,Critical,02/08/2025 00:00,Zone 3,Operator 1,Network,Sabotage,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
Email Delay,Low,20/04/2025 06:00,Zone 3,VELMURUGAN Sri,System,Failure,DB Failure occurred in Zone 2.,Issue investigated. Status: Closed.,Open,
Email Delay,Low,05/02/2025 05:00,Zone 3,Admin,Network,Traffic,DB Failure occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,08/02/2025 05:00
T2,Low,23/01/2025 14:00,Zone 3,Monitoring Bot,System,Failure,High alert occurred in Zone 4.,Issue investigated. Status: In Progress.,In Progress,
Login Issue,High,28/10/2025 01:00,Zone 4,Admin,People,Recovery,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,28/10/2025 01:00
High alert,Medium,19/10/2025 23:00,Zone 5,Monitoring Bot,System,Performance,Test occurred in Zone 1.,Issue investigated. Status: Closed.,Open,26/10/2025 23:00
DB Failure,Critical,22/07/2025 05:00,Zone 2,Operator 1,Network,Failure,Test occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,25/07/2025 05:00
System Slowness,Low,10/03/2025 15:00,Zone 1,Operator 1,People,Failure,Incident Test occurred in Zone 1.,Issue investigated. Status: In Progress.,Open,
Network Outage,Critical,14/09/2025 12:00,Zone 1,Team A,Property,Sabotage,Network Outage occurred in Zone 5.,Issue investigated. Status: Open.,Closed,20/09/2025 12:00
Email Delay,Critical,18/01/2025 09:00,Zone 1,Monitoring Bot,Property,Sabotage,Email Delay occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,27/01/2025 09:00
High alert,Low,31/03/2025 14:00,Zone 2,VELMURUGAN Sri,System,Performance,Incident Test occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,31/03/2025 14:00
System Slowness,High,29/09/2025 10:00,Zone 1,Operator 1,Property,Failure,System Slowness occurred in Zone 1.,Issue investigated. Status: Open.,Open,
System Slowness,Low,16/08/2025 10:00,Zone 3,VELMURUGAN Sri,People,Traffic,Login Issue occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,
DB Failure,High,13/03/2025 17:00,Zone 3,Operator 1,People,Sabotage,High Traffic occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
High Traffic,Medium,01/05/2025 04:00,Zone 3,Monitoring Bot,System,Failure,High Traffic occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,04/05/2025 04:00
Network Outage,Critical,25/11/2025 08:00,Zone 5,Team A,System,Performance,High Traffic occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,25/11/2025 08:00
Incident Test,Medium,09/01/2025 20:00,Zone 4,Monitoring Bot,Property,Recovery,T2 occurred in Zone 2.,Issue investigated. Status: Open.,Open,19/01/2025 20:00
Network Outage,Critical,02/09/2025 03:00,Zone 5,Team A,People,Performance,System Slowness occurred in Zone 4.,Issue investigated. Status: Open.,Closed,04/09/2025 03:00
High alert,High,27/08/2025 14:00,Zone 5,VELMURUGAN Sri,Property,Recovery,DB Failure occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,05/09/2025 14:00
Incident Test,Critical,03/03/2025 04:00,Zone 3,VELMURUGAN Sri,Network,Traffic,T2 occurred in Zone 4.,Issue investigated. Status: Closed.,Open,13/03/2025 04:00
Email Delay,Medium,04/10/2025 07:00,Zone 4,Admin,Network,Traffic,Incident Test occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,14/10/2025 07:00
Incident Test,Medium,24/03/2025 20:00,Zone 3,Admin,Network,Failure,High Traffic occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,30/03/2025 20:00
High Traffic,Medium,11/06/2025 08:00,Zone 5,VELMURUGAN Sri,Property,Traffic,High Traffic occurred in Zone 3.,Issue investigated. Status: Open.,Closed,
Test,High,10/07/2025 12:00,Zone 5,Operator 1,Property,Failure,High Traffic occurred in Zone 3.,Issue investigated. Status: Open.,Open,18/07/2025 12:00
Email Delay,Critical,11/06/2025 12:00,Zone 4,Team A,System,Sabotage,High alert occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,
High alert,High,23/06/2025 23:00,Zone 4,VELMURUGAN Sri,System,Failure,High alert occurred in Zone 3.,Issue investigated. Status: Open.,Open,
Network Outage,Critical,22/06/2025 02:00,Zone 4,Admin,System,Sabotage,Email Delay occurred in Zone 1.,Issue investigated. Status: Open.,Open,
Email Delay,Medium,05/09/2025 07:00,Zone 2,Admin,People,Traffic,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,14/09/2025 07:00
DB Failure,Low,22/08/2025 22:00,Zone 5,Admin,Property,Failure,High alert occurred in Zone 3.,Issue investigated. Status: Open.,Open,22/08/2025 22:00
Email Delay,Medium,16/02/2025 05:00,Zone 1,VELMURUGAN Sri,People,Performance,System Slowness occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,
High Traffic,Low,05/05/2025 09:00,Zone 1,Monitoring Bot,People,Sabotage,System Slowness occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,11/05/2025 09:00
T2,Medium,20/02/2025 18:00,Zone 2,VELMURUGAN Sri,People,Traffic,System Slowness occurred in Zone 4.,Issue investigated. Status: Closed.,Closed,
Network Outage,Medium,12/05/2025 21:00,Zone 4,VELMURUGAN Sri,People,Traffic,High Traffic occurred in Zone 3.,Issue investigated. Status: Open.,In Progress,18/05/2025 21:00
System Slowness,Critical,20/08/2025 21:00,Zone 2,Admin,People,Recovery,High Traffic occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,23/08/2025 21:00
Test,Critical,25/07/2025 14:00,Zone 1,VELMURUGAN Sri,Property,Failure,High alert occurred in Zone 2.,Issue investigated. Status: Open.,Closed,
Network Outage,Medium,16/07/2025 17:00,Zone 1,VELMURUGAN Sri,Network,Recovery,Network Outage occurred in Zone 5.,Issue investigated. Status: Open.,In Progress,21/07/2025 17:00
High alert,Medium,03/08/2025 12:00,Zone 3,Monitoring Bot,System,Traffic,High alert occurred in Zone 1.,Issue investigated. Status: Open.,Open,
T2,Medium,24/02/2025 21:00,Zone 4,Monitoring Bot,Property,Sabotage,T2 occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,02/03/2025 21:00
High Traffic,Low,20/07/2025 18:00,Zone 1,VELMURUGAN Sri,People,Performance,High alert occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,
T2,Critical,24/09/2025 05:00,Zone 1,Operator 1,Property,Sabotage,Incident Test occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,
DB Failure,Critical,27/10/2025 04:00,Zone 2,Team A,People,Sabotage,Network Outage occurred in Zone 3.,Issue investigated. Status: Closed.,Open,30/10/2025 04:00
DB Failure,Medium,25/04/2025 00:00,Zone 4,Monitoring Bot,Property,Recovery,DB Failure occurred in Zone 3.,Issue investigated. Status: Open.,Closed,
Email Delay,Low,23/07/2025 09:00,Zone 2,Admin,Network,Failure,Email Delay occurred in Zone 5.,Issue investigated. Status: Closed.,Closed,
High alert,Critical,04/11/2025 04:00,Zone 4,Operator 1,System,Failure,Login Issue occurred in Zone 3.,Issue investigated. Status: In Progress.,Open,
High alert,Low,16/11/2025 03:00,Zone 5,Admin,Network,Performance,High alert occurred in Zone 2.,Issue investigated. Status: In Progress.,In Progress,18/11/2025 03:00
System Slowness,Medium,03/10/2025 17:00,Zone 1,Team A,People,Performance,High Traffic occurred in Zone 2.,Issue investigated. Status: Open.,In Progress,
Incident Test,Medium,09/09/2025 11:00,Zone 5,VELMURUGAN Sri,People,Sabotage,Network Outage occurred in Zone 2.,Issue investigated. Status: Closed.,Open,
Email Delay,Medium,08/03/2025 19:00,Zone 5,Monitoring Bot,Property,Recovery,Test occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,18/03/2025 19:00
High Traffic,Low,03/08/2025 11:00,Zone 1,Operator 1,System,Failure,Test occurred in Zone 1.,Issue investigated. Status: Closed.,In Progress,
Email Delay,Critical,24/03/2025 02:00,Zone 3,Monitoring Bot,System,Failure,T2 occurred in Zone 5.,Issue investigated. Status: In Progress.,In Progress,30/03/2025 02:00
T2,Medium,29/08/2025 10:00,Zone 4,Operator 1,Property,Performance,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,Closed,
System Slowness,High,28/08/2025 11:00,Zone 4,Operator 1,Network,Traffic,T2 occurred in Zone 3.,Issue investigated. Status: Open.,Open,03/09/2025 11:00
T2,Critical,13/04/2025 16:00,Zone 2,Operator 1,System,Recovery,DB Failure occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,19/04/2025 16:00
High alert,Low,10/04/2025 21:00,Zone 3,VELMURUGAN Sri,Network,Recovery,Incident Test occurred in Zone 4.,Issue investigated. Status: In Progress.,Closed,
High Traffic,High,15/11/2025 20:00,Zone 5,Team A,Property,Failure,High alert occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,
Email Delay,Medium,20/08/2025 19:00,Zone 3,Monitoring Bot,Property,Traffic,Test occurred in Zone 1.,Issue investigated. Status: Closed.,Open,
Network Outage,Low,05/03/2025 15:00,Zone 4,Admin,Property,Recovery,High Traffic occurred in Zone 2.,Issue investigated. Status: Closed.,Open,12/03/2025 15:00
T2,Low,19/04/2025 04:00,Zone 5,Team A,Network,Recovery,Network Outage occurred in Zone 1.,Issue investigated. Status: Closed.,Closed,27/04/2025 04:00
Test,Critical,18/08/2025 20:00,Zone 5,Team A,People,Performance,High Traffic occurred in Zone 4.,Issue investigated. Status: In Progress.,Open,
Test,Critical,09/07/2025 02:00,Zone 4,VELMURUGAN Sri,Property,Sabotage,Network Outage occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,12/07/2025 02:00
Incident Test,Low,30/08/2025 22:00,Zone 4,Monitoring Bot,Network,Sabotage,Test occurred in Zone 3.,Issue investigated. Status: Closed.,In Progress,09/09/2025 22:00
Login Issue,High,04/01/2025 02:00,Zone 3,Operator 1,Property,Traffic,DB Failure occurred in Zone 3.,Issue investigated. Status: In Progress.,Closed,
Network Outage,Critical,16/09/2025 23:00,Zone 1,VELMURUGAN Sri,Property,Sabotage,T2 occurred in Zone 3.,Issue investigated. Status: In Progress.,In Progress,
Login Issue,Critical,29/07/2025 13:00,Zone 2,VELMURUGAN Sri,People,Traffic,Test occurred in Zone 1.,Issue investigated. Status: Open.,In Progress,07/08/2025 13:00
Network Outage,Low,22/11/2025 14:00,Zone 2,Team A,Network,Sabotage,Network Outage occurred in Zone 1.,Issue investigated. Status: In Progress.,Closed,
Email Delay,Low,30/10/2025 13:00,Zone 4,Team A,Property,Traffic,T2 occurred in Zone 3.,Issue investigated. Status: Open.,Closed,03/11/2025 13:00
System Slowness,Low,18/07/2025 06:00,Zone 3,VELMURUGAN Sri,Property,Sabotage,DB Failure occurred in Zone 1.,Issue investigated. Status: In Progress.,In Progress,24/07/2025 06:00
High alert,Critical,28/07/2025 19:00,Zone 3,VELMURUGAN Sri,People,Recovery,DB Failure occurred in Zone 3.,Issue investigated. Status: Open.,Closed,06/08/2025 19:00
Login Issue,High,18/05/2025 22:00,Zone 2,Operator 1,System,Failure,System Slowness occurred in Zone 1.,Issue investigated. Status: Closed.,Open,25/05/2025 22:00
Network Outage,High,25/09/2025 17:00,Zone 2,Admin,Network,Performance,Email Delay occurred in Zone 5.,Issue investigated. Status: Closed.,Open,
Network Outage,High,14/01/2025 20:00,Zone 4,Team A,People,Performance,Incident Test occurred in Zone 5.,Issue investigated. Status: Open.,Closed,19/01/2025 20:00
Test,Critical,28/03/2025 11:00,Zone 4,Monitoring Bot,Property,Failure,Login Issue occurred in Zone 1.,Issue investigated. Status: Closed.,Open,01/04/2025 11:00
Incident Test,High,28/04/2025 18:00,Zone 4,Operator 1,Property,Sabotage,Email Delay occurred in Zone 2.,Issue investigated. Status: In Progress.,Closed,04/05/2025 18:00
